,session,participant,time,frame_time,frame_num,frame_dtime
12088,1,4,1912.0682189845659,1602266741.07,12863.0,0.03333333134651184
12089,1,4,1912.101552693583,1602266741.103,12864.0,0.03333333134651184
12090,1,4,1912.1348864026002,1602266741.136,12865.0,0.03333333134651184
12091,1,4,1912.1682201116173,1602266741.17,12866.0,0.03333333134651184
12092,1,4,1912.2015538206344,1602266741.203,12867.0,0.03333333134651184
12093,1,4,1912.2348875296516,1602266741.236,12868.0,0.03333333134651184
12094,1,4,1912.2682212386687,1602266741.27,12869.0,0.03333333134651184
12095,1,4,1912.3015549476859,1602266741.303,12870.0,0.03333333134651184
12096,1,4,1912.334888656703,1602266741.336,12871.0,0.03333333134651184
12097,1,4,1912.3682223657202,1602266741.37,12872.0,0.03333333134651184
12098,1,4,1912.4015560747373,1602266741.403,12873.0,0.03333333134651184
12099,1,4,1912.4348897837544,1602266741.436,12874.0,0.03333333134651184
12100,1,4,1912.4682234927714,1602266741.47,12875.0,0.03333333134651184
12101,1,4,1912.5015572017887,1602266741.503,12876.0,0.03333333134651184
12102,1,4,1912.5348909108056,1602266741.536,12877.0,0.03333333134651184
12103,1,4,1912.568224619823,1602266741.57,12878.0,0.03333333134651184
12104,1,4,1912.60155832884,1602266741.603,12879.0,0.03333333134651184
12105,1,4,1912.6348920378573,1602266741.636,12880.0,0.03333333134651184
12106,1,4,1912.6682257468742,1602266741.67,12881.0,0.03333333134651184
12107,1,4,1912.7015594558914,1602266741.703,12882.0,0.03333333134651184
12108,1,4,1912.7348931649085,1602266741.736,12883.0,0.03333333134651184
12109,1,4,1912.7682268739256,1602266741.77,12884.0,0.03333333134651184
12110,1,4,1912.8015605829428,1602266741.803,12885.0,0.03333333134651184
12111,1,4,1912.83489429196,1602266741.836,12886.0,0.03333333134651184
12112,1,4,1912.868228000977,1602266741.87,12887.0,0.03333333134651184
12113,1,4,1912.9015617099942,1602266741.903,12888.0,0.03333333134651184
12114,1,4,1912.9348954190114,1602266741.936,12889.0,0.03333333134651184
12115,1,4,1912.9682291280285,1602266741.97,12890.0,0.03333333134651184
12116,1,4,1913.0015628370456,1602266742.003,12891.0,0.03333333134651184
12117,1,4,1913.0348965460628,1602266742.036,12892.0,0.03333333134651184
12118,1,4,1913.06823025508,1602266742.07,12893.0,0.03333333134651184
12119,1,4,1913.101563964097,1602266742.103,12894.0,0.03333333134651184
12120,1,4,1913.1348976731142,1602266742.136,12895.0,0.03333333134651184
12121,1,4,1913.1682313821314,1602266742.17,12896.0,0.03333333134651184
12122,1,4,1913.2015650911485,1602266742.203,12897.0,0.03333333134651184
12123,1,4,1913.2348988001656,1602266742.236,12898.0,0.03333333134651184
12124,1,4,1913.2682325091828,1602266742.27,12899.0,0.03333333134651184
12125,1,4,1913.3015662182,1602266742.303,12900.0,0.03333333134651184
12126,1,4,1913.334899927217,1602266742.336,12901.0,0.03333333134651184
12127,1,4,1913.3682336362342,1602266742.37,12902.0,0.03333333134651184
12128,1,4,1913.4015673452514,1602266742.403,12903.0,0.03333333134651184
12129,1,4,1913.4349010542685,1602266742.437,12904.0,0.03333333134651184
12130,1,4,1913.4682347632856,1602266742.47,12905.0,0.03333333134651184
12131,1,4,1913.5015684723028,1602266742.503,12906.0,0.03333333134651184
12132,1,4,1913.53490218132,1602266742.536,12907.0,0.03333333134651184
12133,1,4,1913.5682358903368,1602266742.57,12908.0,0.03333333134651184
12134,1,4,1913.6015695993542,1602266742.603,12909.0,0.03333333134651184
12135,1,4,1913.6349033083711,1602266742.636,12910.0,0.03333333134651184
12136,1,4,1913.6682370173885,1602266742.67,12911.0,0.03333333134651184
12137,1,4,1913.7015707264054,1602266742.703,12912.0,0.03333333134651184
12138,1,4,1913.7349044354228,1602266742.737,12913.0,0.03333333134651184
12139,1,4,1913.7682381444397,1602266742.77,12914.0,0.03333333134651184
12140,1,4,1913.8015718534568,1602266742.803,12915.0,0.03333333134651184
12141,1,4,1913.834905562474,1602266742.836,12916.0,0.03333333134651184
12142,1,4,1913.8682392714911,1602266742.87,12917.0,0.03333333134651184
12143,1,4,1913.9015729805083,1602266742.903,12918.0,0.03333333134651184
12144,1,4,1913.9349066895254,1602266742.936,12919.0,0.03333333134651184
12145,1,4,1913.9682403985425,1602266742.97,12920.0,0.03333333134651184
12146,1,4,1914.0015741075597,1602266743.003,12921.0,0.03333333134651184
12147,1,4,1914.0349078165768,1602266743.036,12922.0,0.03333333134651184
12148,1,4,1914.068241525594,1602266743.07,12923.0,0.03333333134651184
12149,1,4,1914.1015752346111,1602266743.103,12924.0,0.03333333134651184
12150,1,4,1914.1349089436283,1602266743.136,12925.0,0.03333333134651184
12151,1,4,1914.1682426526454,1602266743.17,12926.0,0.03333333134651184
12152,1,4,1914.2015763616625,1602266743.203,12927.0,0.03333333134651184
12153,1,4,1914.2349100706797,1602266743.236,12928.0,0.03333333134651184
12154,1,4,1914.2682437796968,1602266743.27,12929.0,0.03333333134651184
